id_zapisi,data,vremya,filial,master,usluga,cena,id_klienta,kanal_zapisi,status
1066,12.03.2026,19:15,Северный,Олег Рыбак,Стрижка мужская,1400,5046,онлайн,выполнена
1067,12.03.2026,10:45,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,5183,без записи,выполнена
1068,12.03.2026,18:30,Северный,Роман Швец,Стрижка мужская,1400 р.,5729,онлайн,отменена
1069,12.03.2026,14:15,Северный,Роман Швец,Тонирование,1800 р.,5677,онлайн,выполнена
1070,13.03.2026,13:15,Северный,Д. Ким,Камуфляж седины,1600,6313,онлайн,отменена
1071,13.03.2026,13:45,Заречная,ТИМУР АСКЕРОВ,Стрижка + борода,2100 р.,6297,телефон,выполнена
1072,2026-03-13,20:15,Северный,Роман Швец,Стрижка мужская,1400,5130,телефон,выполнена
1073,13.03.2026,17:00,Центр, Иван Петров,Стрижка + борода,2100,5221,без записи,выполнена
1074,13.03.2026,19:00,Центр,Лев Гаврилов,Тонирование,1800,5360,без записи,выполнена
1075,13.03.2026,18:15,Заречная,Марк Дёмин,Стрижка мужская,1400,6268,онлайн,выполнена
1076,13.03.2026,16:45,Северный,Олег Рыбак,Стрижка + борода,2100,5407,онлайн,выполнена
1077,2026-03-13,15:30,Заречная,Марк Дёмин,Оформление бороды,900,6014,телефон,выполнена
1078,2026-03-13,18:00,Заречная,Тимур Аскеров,Оформление бороды,900,5203,телефон,выполнена
1079,13.03.2026,20:30,Центр,Артём Соколов,Стрижка + борода,2100,5623,телефон,выполнена
1080,13.03.2026,17:30,Заречная,Тимур А.,Оформление бороды,900 р.,5700,без записи,выполнена
1081,13.03.2026,16:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5434,телефон,выполнена
1082,13.03.2026,16:00,Центр, Иван Петров,Стрижка мужская,1400,6290,телефон,выполнена
1083,13.03.2026,17:45,Северный,Д. Ким,Стрижка мужская,1400,5286,онлайн,выполнена
1084,13.03.2026,15:45,Северный,Д. Ким,Стрижка мужская,1400,5795,онлайн,выполнена
1085,13.03.2026,20:00,Центр,Артём Соколов,Стрижка мужская,1400,6311,телефон,выполнена
1086,13.03.2026,16:30,Северный,Роман Швец,Камуфляж седины,1600,5810,онлайн,выполнена
1087,13.03.2026,12:30,Центр,Лев Гаврилов,Стрижка мужская,1400,5912,телефон,выполнена
1088,13.03.2026,10:15,Центр,Артём Соколов,Стрижка мужская,1400,5203,онлайн,выполнена
1089,13.03.2026,13:15,Северный,Роман Швец,Тонирование,1800 р.,5411,онлайн,выполнена
1090,14.03.2026,14:45,Заречная,Марк Дёмин,Оформление бороды,900,6162,онлайн,выполнена
1091,2026-03-14,19:30,Центр, Иван Петров,Бритьё опасной бритвой,1300,5098,онлайн,выполнена
1092,14.03.2026,17:30,Центр,Лев Гаврилов,Стрижка + борода,2100,5982,онлайн,выполнена
1093,14.03.2026,16:15,Заречная,Марк Дёмин,Стрижка мужская,1540,6201,телефон,выполнена
1094,14.03.2026,18:45,Центр,Лев Гаврилов,Оформление бороды,990,5607,телефон,отменена
1095,14.03.2026,12:30,Северный,Роман Швец,Оформление бороды,900,5337,телефон,выполнена
1096,14.03.2026,12:45,Центр,Артём Соколов,Стрижка мужская,1540,5966,без записи,отменена
1097,2026-03-14,12:00,Центр,Артём Соколов,Стрижка мужская,1540,5438,онлайн,выполнена
1098,14.03.2026,13:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5002,телефон,выполнена
1099,14.03.2026,14:30,Заречная,Марк Дёмин,Стрижка мужская,1400,5940,онлайн,выполнена
1100,14.03.2026,18:15,Центр,Артём Соколов,Стрижка мужская,1120,5030,онлайн,выполнена
1101,14.03.2026,16:00,Центр,Артём Соколов,Оформление бороды,990 р.,5020,онлайн,выполнена
1102,14.03.2026,18:45,Центр,Лев Гаврилов,Стрижка мужская,1260,6255,телефон,выполнена
1103,14.03.2026,20:00,Северный,Данила Ким,Бритьё опасной бритвой,"1300,00",5757,телефон,выполнена
1104,14.03.2026,18:45,Северный,Олег Рыбак,Стрижка детская,1100,6091,телефон,выполнена
1105,2026-03-14,19:15,Центр,Иван П.,Оформление бороды,765,5479,без записи,выполнена
1106,14.03.2026,16:45,Центр,иван петров,Оформление бороды,900,5203,онлайн,отменена
1107,14.03.2026,16:15,Северный,Роман Швец,Камуфляж седины,1600,5279,онлайн,неявка
1108,14.03.2026,16:45,Центр,Лев Гаврилов,Стрижка мужская,1400,5317,телефон,выполнена
1109,15.03.2026,19:00,Центр,Артём Соколов,Стрижка мужская,1400,6378,телефон,выполнена
1110,2026-03-15,20:45,Северный,Д. Ким,Стрижка мужская,1540,5906,онлайн,выполнена
1111,15.03.2026,10:30,Северный,Д. Ким,Бритьё опасной бритвой,1300,6069,онлайн,выполнена
1112,15.03.2026,14:15,Северный,Роман Швец,Стрижка мужская,1400,5037,телефон,выполнена
1113,2026-03-15,11:00,Северный,Олег Рыбак,Стрижка + борода,"2100,00",5305,без записи,выполнена
1114,15.03.2026,19:45,Заречная,Марк Дёмин,Оформление бороды,990,5766,телефон,выполнена
1115,15.03.2026,15:15,Северный,Олег Рыбак,Стрижка + борода,1890,6050,онлайн,выполнена
1116,15.03.2026,17:00,Заречная,Марк Дёмин,Стрижка детская,1000,5207,онлайн,выполнена
1117,15.03.2026,16:30,Центр,Артём Соколов,Стрижка мужская,1400,6123,онлайн,выполнена
1118,15.03.2026,18:30,Заречная,Тимур А.,Стрижка мужская,1540,5114,онлайн,отменена
1119,15.03.2026,18:45,Центр,Лев Гаврилов,Бритьё опасной бритвой,"1300,00",5219,без записи,выполнена
1120,15.03.2026,10:00,Центр,Артём Соколов,Стрижка детская,1000,6012,онлайн,отменена
1121,15.03.2026,18:30,Северный,Роман Швец,Стрижка мужская,1540,5928,без записи,выполнена
1122,15.03.2026,18:15,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,900,5988,телефон,выполнена
1123,15.03.2026,13:30,Заречная,Тимур А.,Стрижка мужская,1400,6284,без записи,выполнена
1124,16.03.2026,14:00,Центр,Артём Соколов,Стрижка + борода,2100,5064,телефон,выполнена
1125,16.03.2026,19:00,Центр,Иван П.,Стрижка + борода,2100,5960,телефон,выполнена
1126,16.03.2026,20:45,Центр,Иван П.,Стрижка детская,1000,5841,онлайн,выполнена
1127,16.03.2026,17:00,Северный,Роман Швец,Стрижка + борода,2100,6400,без записи,выполнена
1128,2026-03-16,19:15,Центр,Артём Соколов,Стрижка мужская,1400,6450,телефон,отменена
1129,16.03.2026,19:30,Заречная,Тимур Аскеров,Стрижка мужская,1400,5125,телефон,выполнена
